Id,SalePrice
1461,133164.85905244516
1462,170285.73017674516
1463,174428.60765889994
1464,174942.4086479775
1465,192972.8297202143
1466,168799.16999508804
1467,179605.37528251237
1468,176115.58653516544
1469,170211.10458278764
1470,128059.33977362583
1471,162998.89459597264
1472,110350.31522032675
1473,103054.24063616262
1474,143693.27512122912
1475,117658.24013900255
1476,353176.00752316765
1477,393234.9441754126
1478,284623.1782909454
1479,242187.79291503027
1480,260736.9873463481
1481,284059.1713251888
1482,239232.33346338753
1483,206648.68416306548
1484,208444.60674321558
1485,191437.71619180476
1486,196273.89538085496
1487,301033.84484590567
1488,221439.5481225892
1489,271017.98684242944
1490,229896.55525462088
1491,230089.3122242079
1492,103873.28390129795
1493,182784.8807525776
1494,219332.09893921996
1495,213298.02220774605
1496,188170.55943768992
1497,205272.47189403392
1498,163971.30409080113
1499,154087.60519494148
1500,164330.38503304747
1501,166420.70491902975
1502,184249.89602826748
1503,246216.69443853135
1504,207597.8330946241
1505,226738.18686565405
1506,191970.15472875125
1507,172553.68610993552
1508,197362.7576744942
1509,138720.61813242218
1510,169764.8257724354
1511,169254.9480505427
1512,149242.04392539305
1513,156347.0121352026
1514,144743.1482944798
1515,135612.461750295
1516,143008.4023268915
1517,144075.1978864652
1518,134735.60109976487
1519,228600.87968657407
1520,154122.42992446478
1521,147810.8712186003
1522,160076.4771502884
1523,125261.34865262012
1524,131580.6233827456
1525,125302.55297774433
1526,119379.38280882579
1527,131215.13861328523
1528,119189.94237530619
1529,149646.3868390808
1530,156622.222940798
1531,162268.98628151568
1532,107412.41789161235
1533,131078.98496345503
1534,124481.82582810055
1535,143593.028604533
1536,103320.74378622089
1537,75391.68341955409
1538,109349.62492276842
1539,149140.1836581029
1540,99574.58147274195
1541,131077.76354696773
1542,128197.49813783565
1543,165950.0593171062
1544,81366.88320411934
1545,100767.61469048953
1546,117165.47861616818
1547,115766.48523958525
1548,110088.30769680432
1549,117801.4291575232
1550,119970.18740650917
1551,105281.22908386402
1552,130385.32305780305
1553,126101.2110243257
1554,117676.91023776888
1555,167003.55113502452
1556,115354.95453113003
1557,84961.7949083592
1558,106628.74931906647
1559,98357.40062264106
1560,125014.09229315358
1561,138048.9819578027
1562,132133.64242035546
1563,118379.42247090532
1564,152269.64108704648
1565,132402.32702188718
1566,262349.8667786168
1567,100122.72457791277
1568,231987.5024220494
1569,138176.7920880531
1570,128805.14752332444
1571,103599.53620558442
1572,128775.20347942604
1573,258524.71205576143
1574,119646.94410022686
1575,196267.53329780317
1576,214473.6749601916
1577,209343.14241489483
1578,141516.87887962005
1579,156208.0596646253
1580,176422.17793354281
1581,154946.6008566984
1582,130862.95258798345
1583,228639.50940279255
1584,212848.502896081
1585,171221.60529578791
1586,100945.94545037353
1587,132217.03155023415
1588,154277.28906556754
1589,109763.41664159001
1590,133194.69430560645
1591,119172.29408948979
1592,86628.763814835
1593,115286.9506536122
1594,110064.04520814816
1595,127791.27607314492
1596,153124.54217040513
1597,146611.9207994209
1598,183606.7837368861
1599,186136.80205783364
1600,178851.02056983713
1601,71564.32860988413
1602,129291.74115401307
1603,100200.8204585627
1604,215715.26017298986
1605,214627.00476130447
1606,130859.25292847095
1607,145594.9978695557
1608,227463.19327474156
1609,237275.51215686504
1610,181772.48714323007
1611,152077.7718816134
1612,209277.56169631542
1613,186655.48280694935
1614,136795.90002232918
1615,90275.54229311238
1616,87135.87353277953
1617,94954.09289958801
1618,136193.92096651476
1619,148359.45407948043
1620,143885.92814045714
1621,137702.45638165958
1622,149735.10740774032
1623,214872.0922600374
1624,217851.93125287897
1625,126730.98436009971
1626,163734.56504475535
1627,185950.50445912365
1628,239778.34855141953
1629,183098.20509732157
1630,207892.1575084562
1631,200323.3570364125
1632,224400.59614235538
1633,189817.94279374488
1634,176777.12998989617
1635,166097.532116281
1636,156227.24924098133
1637,180410.37007132595
1638,184058.23819702156
1639,221323.82863057742
1640,172089.04514417998
1641,177354.64098586646
1642,214363.643387609
1643,228847.07418774307
1644,211634.85391316697
1645,222148.7724011804
1646,156565.45558275926
1647,157530.76474938123
1648,144948.83411927454
1649,154222.873177472
1650,126989.82706994539
1651,140845.02128701867
1652,104409.76485582255
1653,109447.77564671799
1654,132475.08407863457
1655,155133.68881888184
1656,155439.47739962657
1657,116903.83590334763
1658,160780.60828678022
1659,105966.62331792747
1660,187866.8559782717
1661,273183.9304457784
1662,372609.75672131975
1663,295608.4969774507
1664,361887.3411101429
1665,295808.76468538877
1666,269430.41467021406
1667,273478.2896708765
1668,302593.0211051376
1669,265397.5183845739
1670,304456.51128149417
1671,325155.93921376066
1672,286789.0530714538
1673,286705.354367227
1674,301996.13698198076
1675,238674.41233801708
1676,202136.46598605375
1677,242312.49678894537
1678,249224.7698938753
1679,265929.2652304476
1680,301844.0677972222
1681,218891.1894081384
1682,323984.55662413733
1683,203286.69993753027
1684,218591.3527235491
1685,188120.57643563993
1686,214072.52813566243
1687,178751.81812886795
1688,200726.09245141994
1689,188524.43016005834
1690,180362.94181539863
1691,180061.6970538377
1692,199437.56636554046
1693,195271.65915345744
1694,173360.2764154354
1695,188025.4486475331
1696,218999.04671541663
1697,171679.30152946644
1698,252488.95543010015
1699,231469.17855398267
1700,224315.70111175725
1701,206258.1130847382
1702,299168.17190188495
1703,238340.0939640301
1704,253959.3293861426
1705,280136.4948706431
1706,428534.50794285064
1707,267821.4736886852
1708,219997.81220652055
1709,318834.38029863813
1710,243282.84250016094
1711,217542.94310236792
1712,327680.5549517662
1713,242850.84551470037
1714,242760.9329324626
1715,205686.04823759943
1716,205305.81556377548
1717,180937.44166704823
1718,148825.93162770214
1719,201841.37678041324
1720,298260.502838076
1721,246950.96851472897
1722,151269.2693104866
1723,177068.1493124261
1724,285034.46308453305
1725,211026.71516467922
1726,187455.72297347544
1727,165612.97205933178
1728,209312.2027380009
1729,177783.39263792298
1730,111579.13557237196
1731,134485.8865703699
1732,129167.42717278739
1733,117934.25558448235
1734,145488.57184154936
1735,156916.12090479184
1736,130266.5342981139
1737,248393.72413686593
1738,213659.7771105952
1739,196512.61932174407
1740,299418.6104771249
1741,207879.31870296178
1742,149927.83901090664
1743,155794.4477960143
1744,271490.19814104884
1745,271951.21109452465
1746,156906.2928244076
1747,202221.07564584326
1748,254338.31196579235
1749,157427.1435784825
1750,136381.8721167488
1751,224113.28318554355
1752,129060.97644384387
1753,149089.605275254
1754,194002.85216934394
1755,170613.23165387101
1756,126287.69411089426
1757,135016.11564263064
1758,178199.6132119125
1759,158772.44785194503
1760,156791.98427469577
1761,165165.2593171521
1762,150763.76038402403
1763,176650.33994399628
1764,123823.14697299073
1765,134892.69973783562
1766,164604.4326751885
1767,177806.19768875226
1768,146415.83206367836
1769,164972.13559921106
1770,138400.41259843565
1771,121351.7358203514
1772,126599.4077806403
1773,135422.22953669215
1774,155253.04772394203
1775,149553.2880699589
1776,116428.26679246932
