Id,SalePrice
1461,177957.52
1462,233434.27
1463,114768.67
1464,117600.195
1465,162478.44
1466,115079.61
1467,123850.38
1468,122457.22
1469,128908.87
1470,163742.77
1471,152383.33
1472,218523.56
1473,214760.73
1474,140295.23
1475,149907.28
1476,101176.32
1477,121859.695
1478,122001.33
1479,176378.27
1480,130980.48
1481,102708.48
1482,121480.266
1483,110780.586
1484,129589.02
1485,112363.95
1486,103707.6
1487,97542.44
1488,112890.91
1489,159953.19
1490,129578.766
1491,108335.27
1492,251269.27
1493,173114.0
1494,118182.805
1495,117965.7
1496,160508.64
1497,126491.03
1498,165016.95
1499,164686.48
1500,142157.08
1501,175580.25
1502,122942.836
1503,149801.53
1504,107386.055
1505,114652.72
1506,160224.03
1507,140648.38
1508,157739.53
1509,176666.3
1510,163642.7
1511,175900.36
1512,176370.19
1513,141571.81
1514,246921.16
1515,217819.27
1516,243113.17
1517,162808.19
1518,173330.56
1519,145878.67
1520,215967.19
1521,206374.69
1522,183401.39
1523,235166.19
1524,195875.4
1525,215347.72
1526,244027.22
1527,207568.27
1528,239120.9
1529,170408.98
1530,252716.22
1531,247850.94
1532,291629.25
1533,257817.36
1534,203632.56
1535,212615.27
1536,221652.16
1537,234358.4
1538,272974.25
1539,194626.72
1540,397787.38
1541,192601.55
1542,207728.88
1543,294854.78
1544,303248.75
1545,258361.06
1546,246042.72
1547,298911.97
1548,284540.25
1549,179835.05
1550,235334.67
1551,267471.7
1552,243938.8
1553,199595.33
1554,174938.42
1555,149849.39
1556,258557.52
1557,352238.66
1558,274868.44
1559,326429.28
1560,256377.62
1561,237943.23
1562,207271.55
1563,187304.61
1564,167509.8
1565,176792.53
1566,164306.22
1567,263765.0
1568,92059.65
1569,218390.44
1570,213764.19
1571,257456.92
1572,166212.73
1573,156893.38
1574,190067.25
1575,175894.66
1576,99760.98
1577,122105.98
1578,167423.4
1579,148714.6
1580,118504.69
1581,183920.38
1582,185211.27
1583,156591.12
1584,118478.36
1585,134825.17
1586,263479.66
1587,195661.27
1588,176411.9
1589,213963.66
1590,186364.0
1591,276563.38
1592,257126.16
1593,248665.14
1594,272256.7
1595,225125.5
1596,206698.7
1597,164484.95
1598,133991.36
1599,165164.95
1600,182515.89
1601,304563.4
1602,271269.75
1603,288162.12
1604,197421.1
1605,122192.29
1606,152717.36
1607,146146.6
1608,100871.4
1609,138917.8
1610,133883.16
1611,211063.31
1612,133526.77
1613,129764.016
1614,213723.22
1615,211003.34
1616,216721.5
1617,192638.11
1618,174475.23
1619,165886.2
1620,137899.97
1621,165215.98
1622,183880.39
1623,154153.98
1624,124385.41
1625,184859.75
1626,163848.06
1627,111882.77
1628,94152.5
1629,114827.69
1630,165807.11
1631,180414.47
1632,156930.19
1633,119953.28
1634,120185.266
1635,135088.77
1636,131953.52
1637,136558.8
1638,120217.02
1639,120957.05
1640,126941.305
1641,157450.97
1642,139252.19
1643,130928.27
1644,116110.234
1645,156719.61
1646,165985.73
1647,145330.05
1648,173360.98
1649,158228.14
1650,183436.56
1651,178784.92
1652,215769.75
1653,217087.62
1654,152995.78
1655,150553.3
1656,142112.22
1657,149327.4
1658,141008.44
1659,148820.58
1660,149037.61
1661,92034.63
1662,115369.82
1663,125273.37
1664,142459.86
1665,115166.67
1666,123225.14
1667,102932.15
1668,134929.75
1669,123551.8
1670,111851.41
1671,120953.94
1672,117603.0
1673,92724.625
1674,104122.14
1675,133026.62
1676,134550.3
1677,138530.83
1678,180927.92
1679,105282.01
1680,170972.22
1681,134299.16
1682,125342.32
1683,132823.03
1684,110279.79
1685,111879.79
1686,133412.84
1687,137845.92
1688,105455.15
1689,101664.19
1690,103015.52
1691,107522.24
1692,98515.55
1693,120612.516
1694,119252.59
1695,117736.31
1696,106823.35
1697,115633.96
1698,108227.77
1699,148970.67
1700,106637.484
1701,103907.98
1702,100970.914
1703,102465.85
1704,110590.48
1705,112984.94
1706,122143.01
1707,154705.53
1708,113030.414
1709,113294.93
1710,124471.8
1711,119292.98
1712,166705.95
1713,113833.195
1714,115645.66
1715,109375.58
1716,122134.27
1717,117419.766
1718,176889.17
1719,106690.69
1720,100155.34
1721,124650.22
1722,176010.44
1723,137219.38
1724,140581.05
1725,98145.6
1726,139907.5
1727,144114.12
1728,124514.89
1729,116432.47
1730,191814.81
1731,181767.58
1732,177276.4
1733,170390.62
1734,179093.45
1735,176069.36
1736,175635.34
1737,152257.81
1738,124056.305
1739,142042.84
1740,135066.73
1741,128711.45
1742,169546.92
1743,161934.38
1744,177409.69
1745,153769.0
1746,182758.34
1747,118890.016
1748,152234.3
1749,163292.56
1750,203818.1
1751,130843.89
1752,183807.1
1753,174305.77
1754,154664.97
1755,166465.75
1756,175482.81
1757,218325.67
1758,169078.98
1759,195816.2
1760,193418.08
1761,184609.75
1762,162479.36
1763,155893.19
1764,219717.4
1765,193229.47
1766,187606.02
1767,211981.77
1768,186521.53
1769,153676.94
1770,189347.02
1771,218594.44
1772,203713.17
1773,168347.86
1774,215724.28
1775,188831.45
1776,271376.38
1777,245801.86
