0,10.48771
1,10.48771
2,10.48771
3,10.48771
4,10.48771
5,10.48771
6,10.48771
7,10.48771
8,10.48771
9,10.48771
10,10.48771
11,10.48771
12,10.48771
13,10.48771
14,10.48771
15,10.48771
16,10.48771
17,10.48771
18,10.48771
19,10.48771
20,10.48771
21,10.48771
22,10.48771
23,10.48771
24,10.48771
25,10.48771
26,10.48771
27,10.48771
28,10.48771
29,10.48771
30,10.48771
31,10.48771
32,10.48771
33,10.48771
34,10.48771
35,10.48771
36,10.48771
37,10.48771
38,10.48771
39,10.48771
40,10.48771
41,10.48771
42,10.48771
43,10.48771
44,10.48771
45,10.48771
46,10.48771
47,10.48771
48,10.48771
49,10.48771
50,10.48771
51,10.48771
52,10.48771
53,10.48771
54,10.48771
55,10.48771
56,10.48771
57,10.48771
58,10.48771
59,10.48771
60,10.48771
61,10.48771
62,10.48771
63,10.48771
64,10.48771
65,10.48771
66,10.48771
67,10.48771
68,10.48771
69,10.48771
70,10.48771
71,10.48771
72,10.48771
73,10.48771
74,10.48771
75,10.48771
76,10.48771
77,10.48771
78,10.48771
79,10.48771
80,10.48771
81,10.48771
82,10.48771
83,10.48771
84,10.48771
85,10.48771
86,10.48771
87,10.48771
88,10.48771
89,10.48771
90,10.48771
91,10.48771
92,10.48771
93,10.48771
94,10.48771
95,10.48771
96,10.48771
97,10.48771
98,10.48771
99,10.48771
100,10.48771
101,10.48771
102,10.48771
103,10.48771
104,10.48771
105,10.48771
106,10.48771
107,10.48771
108,10.48771
109,10.48771
110,10.48771
111,10.48771
112,10.48771
113,10.48771
114,10.48771
115,10.48771
116,10.48771
117,10.48771
118,10.48771
119,10.48771
120,10.48771
121,10.48771
122,10.48771
123,10.48771
124,10.48771
125,10.48771
126,10.48771
127,10.48771
128,10.48771
129,10.48771
130,10.48771
131,10.48771
132,10.48771
133,10.48771
134,10.48771
135,10.48771
136,10.48771
137,10.48771
138,10.48771
139,10.48771
140,10.48771
141,10.48771
142,10.48771
143,10.48771
144,10.48771
145,10.48771
146,10.48771
147,10.48771
148,10.48771
149,10.48771
150,10.48771
151,10.48771
152,10.48771
153,10.48771
154,10.48771
155,10.48771
156,10.48771
157,10.48771
158,10.48771
159,10.48771
160,10.48771
161,10.48771
162,10.48771
163,10.48771
164,10.48771
165,10.48771
166,10.48771
167,10.48771
168,10.48771
169,10.48771
170,10.48771
171,10.48771
172,10.48771
173,10.48771
174,10.48771
175,10.48771
176,10.48771
177,10.48771
178,10.48771
179,10.48771
180,10.48771
181,10.48771
182,10.48771
183,10.48771
184,10.48771
185,10.48771
186,10.48771
187,10.48771
188,10.48771
189,10.48771
190,10.48771
191,10.48771
192,10.48771
193,10.48771
194,10.48771
195,10.48771
196,10.48771
197,10.48771
198,10.48771
199,10.48771
200,10.48771
201,10.48771
202,10.48771
203,10.48771
204,10.48771
205,10.48771
206,10.48771
207,10.48771
208,10.48771
209,10.48771
210,10.48771
211,10.48771
212,10.48771
213,10.48771
214,10.48771
215,10.48771
216,10.48771
217,10.48771
218,10.48771
219,10.48771
220,10.48771
221,10.48771
222,10.48771
223,10.48771
224,10.48771
225,10.48771
226,10.48771
227,10.48771
228,10.48771
229,10.48771
230,10.48771
231,10.48771
232,10.48771
233,10.48771
234,10.48771
235,10.48771
236,10.48771
237,10.48771
238,10.48771
239,10.48771
240,10.48771
241,10.48771
242,10.48771
243,10.48771
244,10.48771
245,10.48771
246,10.48771
247,10.48771
248,10.48771
249,10.48771
250,10.48771
251,10.48771
252,10.48771
253,10.48771
254,10.48771
255,10.48771
256,10.48771
257,10.48771
258,10.48771
259,10.48771
260,10.48771
261,10.48771
262,10.48771
263,10.48771
264,10.48771
265,10.48771
266,10.48771
267,10.48771
268,10.48771
269,10.48771
270,10.48771
271,10.48771
272,10.48771
273,10.48771
274,10.48771
275,10.48771
276,10.48771
277,10.48771
278,10.48771
279,10.48771
280,10.48771
281,10.48771
282,10.48771
283,10.48771
284,10.48771
285,10.48771
286,10.48771
287,10.48771
288,10.48771
289,10.48771
290,10.48771
291,10.48771
292,10.48771
293,10.48771
294,10.48771
295,10.48771
296,10.48771
297,10.48771
298,10.48771
299,10.48771
300,10.48771
301,10.48771
302,10.48771
303,10.48771
304,10.48771
305,10.48771
306,10.48771
307,10.48771
308,10.48771
309,10.48771
310,10.48771
311,10.48771
312,10.48771
313,10.48771
314,10.48771
315,10.48771
316,10.48771
317,10.48771
318,10.48771
319,10.48771
320,10.48771
321,10.48771
322,10.48771
323,10.48771
324,10.48771
325,10.48771
326,10.48771
327,10.48771
328,10.48771
329,10.48771
330,10.48771
331,10.48771
332,10.48771
333,10.48771
334,10.48771
335,10.48771
336,10.48771
337,10.48771
338,10.48771
339,10.48771
340,10.48771
341,10.48771
