Id,SalePrice
0,318745.36781700223
1,77711507.19152825
2,7406.171384563827
3,85209.99799643837
4,1286836.5484824972
5,463.47061827778447
6,673312.5064506995
7,878.2385321651174
8,1159048.156561409
9,21927.659010182324
10,528140.237912815
11,379748.5211582179
12,1180082.977752279
13,17846.946732373264
14,28025.524495953247
15,117877.32455033438
16,17629502.369380962
17,420397471.86057335
18,75193789.79153344
19,39071182055.47043
20,9523354.204232896
21,8535255.47693191
22,52384.6193107527
23,413224.64375666506
24,3879.835185075427
25,750.6909712682171
26,222892.00115682062
27,12838872.876499627
28,89016.82297574716
29,831858.9299742654
30,26217.28772585074
31,20605.8392523013
32,3929099.346882774
33,86912.27345177296
34,3517547.5961645916
35,507296.45596427063
36,1616.0411444063432
37,334409.71428921394
38,6646.10152722703
39,515149.11846526875
40,7316308.744232006
41,12379.765791633137
42,1254534.362261111
43,12769.44977362103
44,909867.3857175539
45,94175632.90184046
46,12979.138114603657
47,44671.17115950972
48,7084.186772961975
49,39915785.77546577
50,843376.75302976
51,269507776.6336102
52,445.0767722238185
53,491555.374572706
54,4843927.191740824
55,3470677.186295809
56,44989623.76293902
57,74389.44117853491
58,605977404.7801098
59,14538835.441417051
60,18536842.11691643
61,257550986.37983084
62,1730.7441469316334
63,441106.77004795684
64,302186.59351922147
65,381229.08361449925
66,37784.2117599697
67,6843.830829676392
68,447170.2000708333
69,58438909.35385005
70,1173631.7837111645
71,4391.4548124485045
72,36639.08323648321
73,2872.3023708996493
74,14674.832391179458
75,45082.19224218255
76,42468.62358564429
77,543.1591187150569
78,300.4559269442016
79,17.404158045685243
80,32889.66334978927
81,23140.780338656914
82,36600.62532161058
83,104818.44165365431
84,8175.355039565277
85,23288.753854238912
86,1444843.4387878291
87,9829.196383034976
88,6748.4947006512575
89,33347.14858704915
90,547640.998790039
91,592.522344730471
92,25.670550268722284
93,1414.1514159411495
94,23745736.85872774
95,977.2965588907646
96,771.8507765123369
97,14355.589292758768
98,135.272238791373
99,5018.4973260356255
100,124480.00668359145
101,1697553.2211071467
102,138897.04828044426
103,141687.65884833856
104,169.21813490905163
105,2110539.9952292456
106,31780.991378669427
107,1927744.4896348095
108,3105.812735701411
109,27531.70041950255
110,218607.99465919225
111,496601.23540680925
112,84205010.75697847
113,46159.209817846546
114,8228360.436788716
115,242515.909468981
116,6515729.453995079
117,1021.5704839660528
118,46407.65459130012
119,22668.322111698908
120,21109.212371225003
121,644512.4990621897
122,624774714.2912145
123,818.0404484878374
124,14174048.350802705
125,218.45092795778447
126,7074.970961561718
127,247331.064234978
128,6804.759891820038
129,610381.62967336
130,1033.799161203585
131,18774703.40050791
132,843700.197137199
133,0.7975894096629953
134,18.25620982629679
135,8258137.571467527
136,5687663.121497509
137,102106.56723065536
138,353704.51318474545
139,213354.06501605848
140,20200.074039300023
141,26900.956195855284
142,30457.52630818449
143,148480991.99694288
144,31682.839411073644
145,654088.5216701496
146,193237.9654485592
147,10705627.834366046
148,97337.79424656849
149,516.422166914378
150,385683.7636254084
151,175440.8124350469
152,73926.49763575153
153,113807.08795280832
154,58.16883133443545
155,45.187233498529544
156,7439.484401425029
157,575649.4861201281
158,22144.517103058577
159,3003.5131342551576
160,13660.72953320295
161,9708.31516914032
162,147804.61862551037
163,14064.543033842723
164,601418.1153005441
165,295217731.82663524
166,10318.303766939067
167,915170.8746550151
168,44834.941498806686
169,1540170.1900050882
170,603141.8152481068
171,1492740.2311878742
172,4600.640060467182
173,17026.445648809855
174,7899.865544677853
175,778081.1948714252
176,2283527.970407209
177,35409.46623077971
178,24529355.535329934
179,937363.2883601182
180,60135887.19876913
181,27122.530787841424
182,1750.790863342536
183,5385.923737278579
184,107967862.40371543
185,65690330.98114749
186,1221921.1361312238
187,42133.67838930561
188,47878320.26310378
189,225486.82905883255
190,338754.7770678637
191,908928.9305098914
192,182879.0305215593
193,11886.968914851564
194,19054.35957040564
195,16947.833538058072
196,11180.783329080628
197,17026.1059878771
198,139664.43682015847
199,61072764.976246245
200,55993008.2267923
201,36274.1381386103
202,1459433792.9015653
203,2134484148.0476222
204,10049783.156517675
205,391202831.16235507
206,123987.6935129505
207,560589774.909832
208,73865489.07285762
209,666593678.0014353
210,638716626.1043414
211,7815614816.505478
212,81405.0932651259
213,13943581.06879283
214,71055983.03200474
215,29416375.70052438
216,61906477.62278759
217,3964809770.859811
218,2524378792.8706136
219,400774238.73822117
220,10149234.291018499
221,383041065.71137434
222,2071795.1452078267
223,1180.9855612586014
224,1023.1657892437402
225,668783.1729765731
226,755.7227546726793
227,51665.89778166242
228,584.3378649904629
229,9602.736696508386
230,9833.14058061612
231,15085.995594411463
232,3772.229327971974
233,8628.411751387039
234,1214.1405516793006
235,3008123.8859831905
236,1273.3908449099122
237,2597145.008391487
238,131032507.55284092
239,1559871.7477413467
240,4181819.688455455
241,10414921.964235215
242,9762822.128692783
243,382120592.20862824
244,82503058.63928731
245,319719335.9566621
